Global Seamount Database from Kim, S.-S., and P. Wessel (2011), Geophys. J. Int., in revision.
This file contains 24,646 potential seamounts from the entire ocean basins.
The columns are:
Col 1: Longitude (-180/+180). Center of each seamount (in degrees)
Col 2: Latitude (-90/+90). Center of each seamount (in degrees)
Col 3: Estimated azimuth of the basal ellipse (in degree)
Col 4: Estimated major axis of the basal ellipse of each seamount (in km)
Col 5: Estimated minor axis of the basal ellipse of each seamount (in km)
Col 6: Seamount height obtained from the prediced bathymetry TOPO V12 (in m)
Col 7: Maximum amplitude of the Free-Air Gravity Anomaly (in mGal)
Col 8: Maximum amplitude of the Vertical Gravity Gradient Anomaly (in Eotvos)
Col 9: Regional depth of each seamount (in m)
Col 10: Age of underlying seafloor from the AGE 3.2 grid (in Myr)
Col 11: ID for each seamount (plate_###)
For explanation of modeling and notations, please see our GJI paper

Longitude	Latitude	Azimuth	Major	Minor	Height	FAA	VGG	Depth	CrustAge	ID
-18.90689	-11.64511	-82.3	16.7	14.1	1925.3	75.6	138.6	-4209.8	29.9	KW-22591
-18.62826	-11.82022	128.7	14.1	13.4	1378.1	47.0	99.6	-4327.3	28.5	KW-22592
-14.63669	-08.93146	40.5	14.1	9.8	1092.8	51.7	84.9	-3161.8	7.7	KW-22593
-19.43756	-10.91944	-54.9	27.3	12.9	1905.1	56.2	97.6	-4546.5	32.4	KW-22594
-19.13604	-08.33588	63.2	16.1	11.2	1407.3	40.0	84.6	-4357.5	42.3	KW-22595
-18.89699	-11.28712	-76.2	12.3	10.9	960.5	25.4	60.7	-4372.1	29.7	KW-22596
-18.37741	-07.84627	-85.1	13.1	11.7	629.8	16.5	62.1	-4420.4	38.3	KW-22597
-18.05612	-11.94697	-20.4	15.6	13.6	828.0	30.6	59.2	-4314.3	25.7	KW-22598
-16.84230	-11.27282	31.9	9.7	6.3	256.1	26.1	49.4	-3952.9	19.1	KW-22599
-16.70489	-10.19294	49.1	17.0	11.8	409.6	13.5	43.4	-3939.4	17.6	KW-22600
-19.18440	-08.87921	-69.7	12.8	7.5	638.6	25.7	37.7	-4122.2	30.8	KW-22601
-18.62493	-12.09938	-72.4	15.0	13.8	457.4	13.4	45.0	-4448.7	28.6	KW-22602
-18.53634	-10.34626	-13.4	19.1	14.9	687.0	23.5	40.0	-4028.2	27.7	KW-22603
-18.26794	-10.37925	59.9	28.1	16.8	980.2	25.5	39.6	-4337.7	26.0	KW-22604
-16.25825	-12.01848	-67.1	17.7	14.0	635.1	13.2	42.0	-4104.8	17.1	KW-22605
-16.45070	-09.98940	60.7	12.0	7.0	283.8	16.1	35.2	-3734.8	17.1	KW-22606
-19.20081	-12.16539	73.0	31.8	15.7	526.5	19.6	37.2	-4559.9	31.4	KW-22607
-18.31020	-10.75127	-13.3	12.8	7.7	412.6	18.1	35.0	-4212.5	26.2	KW-22608
-19.46027	-08.36582	-52.6	16.2	13.8	704.4	18.9	35.3	-4719.3	43.8	KW-22609
-14.75812	-10.20326	-63.2	8.8	7.2	233.7	12.1	17.6	-3388.6	7.9	KW-22610
-18.87270	-12.05789	71.6	11.8	7.4	280.0	9.2	31.1	-4333.9	29.9	KW-22611
-16.52954	-11.09543	155.1	19.1	15.1	404.7	20.0	30.9	-3992.0	17.6	KW-22612
-16.30951	-10.17051	75.2	12.0	9.2	338.2	4.5	30.7	-3964.3	15.6	KW-22613
-16.36860	-10.90342	114.1	8.7	8.0	160.8	13.1	25.8	-3788.2	16.5	KW-22614
-14.40082	-07.96523	88.2	29.4	23.3	2909.6	140.8	148.2	-2828.9	5.1	KW-22615
-13.16185	-11.23422	-47.0	7.9	6.8	1024.0	58.1	94.1	-2783.6	0.5	KW-22616
-13.59093	-08.16880	46.4	24.2	10.9	1376.6	50.9	77.3	-3228.5	0.8	KW-22617
-14.15109	-09.42806	49.2	19.8	15.7	990.3	44.0	63.4	-3173.7	5.5	KW-22618
-13.86140	-10.13938	-20.9	17.6	12.2	940.4	44.2	57.4	-2969.9	3.1	KW-22619
-14.38505	-09.45363	-68.2	18.0	15.8	717.2	29.7	46.6	-3185.9	6.7	KW-22620
-35.04644	-03.43972	70.0	14.9	14.3	2691.3	166.3	267.9	-2888.8	100.9	KW-22621
-34.73304	-03.82747	-40.0	16.2	14.4	3293.8	146.1	260.8	-3382.8	102.0	KW-22622
-35.32569	-03.81941	-25.2	22.0	17.5	2359.3	218.9	254.5	-2656.0	103.9	KW-22623
-36.61303	-03.30620	39.4	17.5	14.4	2782.3	138.0	237.7	-3017.3	105.5	KW-22624
-36.27781	-03.95465	-31.4	14.5	13.5	2351.5	136.5	218.6	-2573.2	107.8	KW-22625
-35.33526	-04.03568	-87.2	20.2	16.2	1934.4	151.0	181.1	-2267.2	105.1	KW-22626
-37.74494	-02.96647	-66.9	8.1	6.3	1566.5	104.6	184.0	-1814.9	106.9	KW-22627
-37.52564	-03.17768	-73.5	25.4	16.5	2165.2	163.9	148.9	-2467.6	107.2	KW-22628
-35.95964	-04.12588	57.5	43.7	31.1	2285.5	166.9	166.9	-2557.1	107.7	KW-22629
-37.38593	-03.47588	84.3	30.1	20.8	1673.2	154.8	165.1	-1923.3	108.5	KW-22630
-36.72090	-03.63541	54.1	6.8	6.1	1883.0	67.1	161.5	-2084.3	107.2	KW-22631
-36.21990	-03.25611	-57.9	21.6	16.2	1428.6	49.5	93.7	-3327.8	103.8	KW-22632
-34.88632	-03.51514	-21.1	14.7	11.5	799.5	39.6	46.1	-3179.3	100.6	KW-22633
-33.71916	-03.86492	53.5	22.5	14.8	2950.5	233.6	266.4	-2976.3	98.6	KW-22634
-32.40960	-03.85164	22.0	21.1	20.0	5422.7	243.1	254.9	-3400.9	97.3	KW-22635
-32.61447	-03.89540	85.3	23.7	14.5	3485.3	174.7	197.9	-3575.6	98.1	KW-22636
-33.22046	-03.74972	43.0	25.1	14.9	3395.8	156.5	198.6	-3646.3	96.3	KW-22637
-33.21851	-04.28907	-66.1	21.9	18.0	4133.7	153.5	214.1	-4167.3	102.3	KW-22638
-33.87929	-03.82203	-89.6	18.1	14.5	3028.9	167.0	188.8	-3073.3	99.0	KW-22639
-33.43398	-06.82564	78.1	16.9	15.3	2695.1	76.6	149.6	-4426.3	NaN	KW-22640
-33.61430	-07.27530	-20.4	9.0	7.1	1667.1	48.6	134.3	-3567.6	NaN	KW-22641
-31.84274	-04.01845	-36.6	17.1	16.2	2252.2	58.7	111.6	-4234.2	97.5	KW-22642
-33.65873	-06.85635	89.1	21.8	13.4	1322.5	47.8	103.4	-3675.6	NaN	KW-22643
-32.65992	-06.70280	77.9	17.7	16.2	1096.6	42.8	85.7	-4673.6	107.4	KW-22644
-34.07083	-04.01101	53.3	20.8	18.3	1615.4	53.8	66.5	-3696.0	100.6	KW-22645
-34.23042	-05.59365	44.9	15.3	14.5	1288.6	20.4	78.6	-4039.8	109.1	KW-22646
-30.67888	-04.84581	-20.1	19.2	15.0	1647.2	41.3	74.2	-4828.3	95.0	KW-22647
-29.53085	-06.74324	42.3	18.5	12.9	1050.4	20.9	60.4	-5433.2	87.7	KW-22648
-30.34572	-04.42843	-65.3	16.7	8.5	538.0	33.3	41.9	-4577.0	93.2	KW-22649
-30.52714	-06.37541	-8.5	18.5	12.4	647.1	8.3	44.5	-5245.8	95.8	KW-22650
-29.88585	-06.81487	123.8	21.6	21.3	870.1	8.8	34.4	-5427.7	89.8	KW-22651
-32.59983	-05.71894	-78.4	41.4	12.5	542.0	13.9	40.6	-4690.8	104.1	KW-22652
-30.53358	-04.97641	65.2	20.7	18.4	701.4	21.7	37.5	-4943.4	94.8	KW-22653
-30.24241	-06.63526	-33.4	11.9	6.2	511.7	2.0	32.5	-5037.1	91.5	KW-22654
-28.72828	-07.16772	13.1	29.8	14.6	1965.7	41.4	83.7	-5461.3	83.5	KW-22655
-26.31819	-05.20706	172.5	18.5	14.3	1287.8	44.5	81.9	-5381.8	73.3	KW-22656
-25.41335	-05.06640	104.2	18.8	13.3	938.0	31.1	68.7	-5326.1	69.7	KW-22657
-28.61334	-06.70241	153.2	21.3	12.4	1833.6	16.5	52.5	-5384.7	82.5	KW-22658
-26.36094	-04.96021	153.7	22.1	14.7	1001.1	29.1	55.4	-5473.1	78.1	KW-22659
-29.03282	-07.08269	149.8	24.5	13.2	1219.8	18.5	52.6	-5526.1	85.3	KW-22660
-25.93609	-05.66277	159.7	26.0	12.9	856.2	21.9	54.0	-5425.7	71.9	KW-22661
-25.24210	-05.11419	130.3	16.8	15.4	633.8	21.4	55.0	-5143.4	68.8	KW-22662
-28.91390	-06.39262	18.7	19.8	11.7	697.5	9.5	44.0	-5314.9	83.6	KW-22663
-29.28232	-06.00008	45.3	18.9	13.5	874.4	12.4	44.7	-5480.9	87.1	KW-22664
-28.95580	-06.53913	140.1	15.4	12.7	918.0	10.5	47.3	-5403.4	83.8	KW-22665
-24.75640	-06.18486	50.0	18.0	11.7	552.4	15.5	39.0	-5676.7	68.0	KW-22666
-24.45877	-04.15469	21.9	20.1	10.9	518.1	3.4	32.3	-5444.7	70.1	KW-22667
-26.50866	-05.12167	40.5	7.9	7.1	299.6	8.8	33.1	-5302.9	76.0	KW-22668
-26.01461	-05.33465	134.4	15.8	11.5	398.6	8.6	32.9	-5228.0	71.9	KW-22669
-21.07760	-07.15565	167.7	19.9	15.9	3074.5	83.8	145.0	-4639.4	51.0	KW-22670
-21.53510	-06.98840	17.6	18.0	15.7	1774.7	34.4	78.7	-5152.9	53.0	KW-22671
-23.19219	-03.83305	86.0	21.2	15.5	1241.9	28.0	70.0	-5467.0	61.5	KW-22672
-22.18351	-06.37616	36.4	15.7	14.3	1348.6	33.9	58.0	-5201.6	55.6	KW-22673
-23.31273	-04.11544	140.3	18.3	17.5	1483.5	28.2	63.8	-5859.5	63.3	KW-22674
-22.95476	-06.36499	39.3	25.6	17.5	1546.7	29.0	60.9	-5886.8	59.4	KW-22675
-21.10829	-07.35803	20.2	17.2	14.9	1658.2	35.3	59.7	-4782.2	51.4	KW-22676
-23.85590	-06.30393	87.0	15.9	12.7	455.2	28.3	34.6	-5153.0	63.8	KW-22677
-20.84121	-03.35211	85.1	18.5	14.9	861.4	25.6	47.0	-5123.1	47.0	KW-22678
-23.64078	-02.81089	138.0	29.8	19.2	680.7	5.9	43.9	-5001.9	62.6	KW-22679
-21.83783	-04.18092	47.4	37.7	35.4	979.9	30.0	39.5	-5179.4	53.1	KW-22680
-20.91602	-02.75209	-7.4	16.1	13.7	535.6	-4.5	42.2	-5371.6	46.3	KW-22681
-21.56234	-04.20818	35.1	11.0	9.4	534.3	23.7	37.6	-5034.7	51.8	KW-22682
-19.76416	-06.63371	108.4	21.1	18.9	727.6	12.2	33.3	-5031.5	43.7	KW-22683
-20.60057	-02.54762	81.9	10.9	9.7	581.1	-3.9	32.8	-5132.6	43.1	KW-22684
-22.32520	-03.82635	87.7	9.3	8.3	505.0	15.2	32.0	-5183.2	54.9	KW-22685
-23.14065	-06.11583	82.8	17.5	14.7	626.2	8.0	35.1	-5568.9	60.1	KW-22686
-23.76056	-03.05490	-20.0	16.2	13.4	411.8	4.5	35.3	-4849.5	64.3	KW-22687
-21.92248	-06.79769	69.9	10.4	7.6	612.4	3.5	31.5	-5381.3	54.8	KW-22688
-22.48778	-05.06474	44.3	23.5	17.0	709.8	12.2	34.3	-5246.2	55.6	KW-22689
-15.61755	-04.33822	2.4	21.0	14.4	960.9	39.3	52.8	-4169.4	20.2	KW-22690
-18.12950	-02.69546	157.6	14.5	12.3	563.1	6.3	59.6	-4827.9	31.8	KW-22691
-14.50348	-04.57640	35.1	19.4	15.3	1202.4	43.3	54.8	-3787.7	14.4	KW-22692
-15.73349	-04.99330	67.6	22.0	15.1	630.4	37.0	51.1	-3760.5	21.0	KW-22693
-16.91599	-03.51682	109.5	21.3	16.2	499.3	20.0	31.8	-4572.4	26.8	KW-22694
-18.58585	-02.60951	85.3	13.1	11.3	423.8	-10.8	39.3	-4929.5	33.8	KW-22695
-16.02596	-03.34417	128.5	11.9	8.0	359.2	24.8	38.2	-4331.8	22.0	KW-22696
-15.54389	-05.02091	119.7	17.4	15.2	741.9	28.7	35.2	-3831.7	20.0	KW-22697
-18.71590	-02.63163	-78.5	16.3	15.1	393.1	-6.5	33.5	-4914.4	34.5	KW-22698
-18.93340	-02.83883	-17.0	14.5	11.7	348.5	-4.3	30.3	-5112.2	35.8	KW-22699
-12.26103	-03.83169	32.6	17.9	12.5	1724.1	72.1	98.7	-3463.6	2.3	KW-22700
-11.71654	-05.12203	162.6	17.2	11.5	1269.2	70.4	79.1	-3112.1	0.7	KW-22701
-12.50293	-02.45875	89.5	36.6	15.4	1154.6	75.3	72.9	-3273.3	2.6	KW-22702
-13.65363	-07.37464	101.9	18.3	12.0	1118.1	35.3	76.9	-3585.1	9.6	KW-22703
-13.24986	-07.23910	84.8	24.1	14.7	1429.0	38.7	79.1	-3765.0	7.7	KW-22704
-13.31664	-03.46159	128.2	16.2	13.4	874.2	49.6	77.5	-3595.8	7.2	KW-22705
-13.27907	-01.73510	62.4	18.7	11.6	887.9	70.1	52.6	-3127.4	2.9	KW-22706
-12.69202	-04.86703	163.7	35.4	12.0	850.6	55.3	58.7	-2933.5	4.1	KW-22707
-12.46014	-02.14540	94.7	18.8	11.9	1878.1	41.5	55.8	-3893.2	1.6	KW-22708
-14.03463	-07.43622	86.0	24.8	12.1	812.2	25.5	51.5	-3601.4	15.6	KW-22709
-11.32538	-06.79276	78.5	10.9	8.5	903.7	18.5	55.3	-3676.4	2.8	KW-22710
-11.30037	-05.31481	142.7	21.8	13.8	653.4	57.0	41.4	-2859.0	1.4	KW-22711
-12.28786	-02.06376	48.5	19.5	13.4	527.0	41.2	39.0	-3531.4	0.9	KW-22712
-11.21949	-05.51265	176.2	20.2	13.4	475.7	56.0	37.0	-2650.8	0.4	KW-22713
-12.49121	-05.37042	135.0	18.4	13.1	415.1	32.9	38.9	-3211.0	5.2	KW-22714
-42.12906	-00.71715	-48.3	19.0	16.0	2936.8	159.8	250.7	-3134.4	101.9	KW-22715
-41.22487	00.21722	60.4	25.1	13.6	3465.4	142.0	220.7	-3693.0	91.5	KW-22716
-40.88019	00.23681	63.6	18.3	13.1	2814.8	96.1	181.9	-3695.2	89.0	KW-22717
-39.84358	00.67347	1.3	33.8	13.1	3020.2	110.8	167.8	-3886.6	78.1	KW-22718
-39.88657	00.45589	4.6	15.9	14.8	3629.9	92.0	143.6	-3765.5	80.6	KW-22719
-40.73395	02.28902	-38.4	16.0	14.3	2038.5	73.8	156.6	-4334.7	59.7	KW-22720
-42.43296	-00.49871	-19.4	23.7	17.3	1943.3	97.8	142.9	-3323.6	102.4	KW-22721
-43.58514	00.44997	69.2	18.5	15.7	1556.0	47.0	135.2	-3785.6	99.9	KW-22722
-40.34077	00.20934	46.8	22.0	13.9	1704.1	61.4	126.7	-3534.0	86.5	KW-22723
-43.99788	00.54331	46.6	23.2	17.6	1474.5	48.5	127.9	-3770.0	101.7	KW-22724
-44.33209	00.67552	-15.2	18.6	15.6	1399.1	39.0	116.6	-3660.0	102.6	KW-22725
-40.55178	00.10877	8.4	13.9	13.5	2168.0	37.5	102.6	-3923.3	88.0	KW-22726
-40.78181	01.33386	81.3	22.5	14.0	1739.6	60.1	83.6	-4291.4	66.6	KW-22727
-42.74021	-00.21692	-55.5	18.6	15.5	1177.5	9.0	75.5	-3512.8	102.3	KW-22728
-39.96073	00.03758	66.8	13.1	12.5	1353.5	-2.7	74.9	-4105.9	84.6	KW-22729
-42.20120	00.38827	81.7	19.4	12.0	828.1	4.6	58.2	-3840.5	91.6	KW-22730
-41.81160	00.28311	36.5	28.1	12.3	408.3	-11.6	35.3	-4016.7	92.0	KW-22731
-38.14117	-01.62692	-13.0	21.7	13.3	3138.9	182.6	258.0	-3175.8	83.5	KW-22732
-38.69997	-01.55507	-18.7	36.9	15.0	3099.9	196.1	234.1	-3099.9	82.4	KW-22733
-37.12369	-01.75444	5.9	18.5	12.6	3283.1	144.9	207.0	-3308.4	87.7	KW-22734
-37.81492	-01.91536	-62.6	19.9	17.0	3064.1	140.7	195.2	-3188.5	99.4	KW-22735
-37.74651	-01.37970	-7.9	19.6	12.2	2545.5	131.3	207.5	-3768.1	78.1	KW-22736
-38.33369	-02.17870	42.8	25.7	18.0	2898.6	151.3	168.9	-2953.0	104.4	KW-22737
-39.17526	01.29130	67.0	33.5	12.7	2615.5	95.0	134.8	-4118.5	56.5	KW-22738
-37.52273	-01.46269	84.7	7.8	6.8	1191.1	92.4	129.3	-2544.0	79.7	KW-22739
-37.36017	-01.48387	78.0	13.3	11.7	2253.6	83.0	119.9	-3750.5	80.3	KW-22740
-38.65831	01.36009	89.2	15.3	13.1	1344.5	75.1	113.0	-4275.3	51.7	KW-22741
-38.22197	-01.42277	109.9	18.2	15.4	1862.7	95.9	96.5	-3449.2	80.2	KW-22742
-38.32524	-01.32002	-36.0	19.9	12.4	1715.1	75.9	111.2	-3382.4	78.7	KW-22743
-38.95205	-01.16743	-35.7	16.6	12.1	1746.1	50.3	112.5	-3612.9	80.7	KW-22744
-39.12045	-00.61461	-26.6	25.8	11.9	1920.1	50.6	85.1	-3695.7	81.2	KW-22745
-38.92741	01.35946	-81.9	12.2	11.3	1490.8	60.5	90.6	-4128.2	53.0	KW-22746
-39.24952	-00.48126	-29.4	26.1	10.7	1654.1	49.8	79.1	-3631.4	81.7	KW-22747
-38.83350	01.39426	-64.0	13.4	11.6	675.5	51.1	71.7	-4039.3	52.5	KW-22748
-35.46962	00.41194	87.3	22.0	12.5	1267.1	19.2	63.8	-4460.3	60.6	KW-22749
-39.43701	-00.42504	20.8	16.2	14.0	2275.3	31.0	62.8	-4000.9	82.4	KW-22750
-38.91533	-00.81965	-76.5	17.6	13.0	1023.1	2.5	51.9	-4106.4	80.2	KW-22751
-37.28328	-02.48649	35.8	10.9	9.5	1117.3	-4.1	54.2	-3104.5	103.5	KW-22752
-39.04049	00.82145	24.6	20.0	13.8	805.0	21.6	48.0	-4440.4	74.7	KW-22753
-39.28797	-00.05550	5.9	18.3	15.1	1036.8	-2.3	40.0	-4441.5	81.7	KW-22754
-35.37021	01.00337	60.5	16.1	13.9	475.2	56.3	30.9	-3768.8	43.2	KW-22755
-38.96353	00.62896	-82.9	8.0	6.9	1132.5	14.2	37.3	-3928.1	74.7	KW-22756
-37.62682	01.70845	-31.4	18.0	16.1	479.4	22.2	33.0	-4250.9	44.6	KW-22757
-30.90370	02.41681	-85.1	18.4	11.8	1782.0	88.1	128.5	-2837.8	0.7	KW-22758
-30.63546	00.01808	30.7	9.4	7.5	1782.2	67.6	96.7	-3248.9	33.9	KW-22759
-29.15641	00.11296	67.1	14.3	9.4	856.1	39.7	86.3	-4049.0	24.5	KW-22760
-33.23954	01.03092	178.7	15.4	12.8	947.9	56.1	63.0	-3541.3	21.5	KW-22761
-32.68313	01.12305	76.7	12.8	11.3	732.3	48.1	44.3	-3369.6	18.2	KW-22762
-31.53166	01.29790	-67.8	15.5	13.4	894.7	55.8	60.4	-3285.2	11.1	KW-22763
-33.73323	00.30979	153.9	14.1	13.6	638.8	4.4	58.4	-4508.1	48.1	KW-22764
-33.30979	02.30108	-69.6	7.9	6.8	1179.0	33.5	57.7	-3703.7	17.2	KW-22765
-32.36500	02.38537	-86.7	28.2	23.7	599.1	41.8	53.7	-3401.0	11.5	KW-22766
-32.72261	02.24955	-84.6	13.7	7.5	254.7	37.0	45.0	-3468.9	13.7	KW-22767
-32.48535	01.39412	30.5	17.8	15.4	607.1	47.4	44.9	-3504.7	15.8	KW-22768
-33.93664	01.99247	162.2	7.9	6.8	668.6	29.5	43.7	-3802.1	21.1	KW-22769
-33.55729	-01.06421	11.4	16.6	11.2	417.3	52.1	35.4	-4414.4	63.3	KW-22770
-31.35423	00.10809	54.4	9.9	7.8	376.9	20.4	33.0	-4175.1	35.3	KW-22771
-32.53898	02.36399	75.4	9.5	7.2	256.0	32.7	40.4	-3344.1	12.5	KW-22772
-32.08866	01.76762	-58.6	10.1	8.5	354.1	33.8	31.2	-3243.6	9.9	KW-22773
-33.41046	-01.09810	23.1	15.2	7.9	291.4	55.9	34.4	-4182.3	68.0	KW-22774
-32.15806	02.43584	176.4	9.3	7.1	195.3	32.6	34.0	-3124.5	10.0	KW-22775
-31.59779	01.62402	86.2	15.3	12.8	469.6	23.5	28.9	-3405.4	6.3	KW-22776
-33.10242	01.75195	4.1	17.9	11.7	474.3	34.7	38.8	-3555.0	16.2	KW-22777
-30.70792	-01.30780	76.2	17.9	13.2	469.4	35.9	19.3	-4510.9	53.3	KW-22778
-32.98787	01.00833	168.9	13.9	11.3	327.9	31.2	24.6	-3520.1	20.1	KW-22779
-31.40590	01.22725	53.2	12.4	6.8	298.4	47.3	31.7	-2989.5	10.1	KW-22780
-33.19193	-01.04673	128.9	5.2	4.5	460.8	45.3	33.6	-4136.5	63.6	KW-22781
-31.67537	00.08801	-18.6	13.3	10.3	441.1	13.8	31.3	-4255.8	37.8	KW-22782
-31.12737	-00.64626	170.3	7.6	6.2	216.7	15.7	23.8	-4350.4	37.7	KW-22783
-32.91687	02.11547	169.4	8.7	7.3	127.1	22.8	25.2	-3600.7	14.9	KW-22784
-25.07138	00.23622	4.0	6.1	3.3	235.7	84.7	97.0	-2440.3	0.9	KW-22785
-25.03461	-00.14670	-89.2	16.7	10.6	731.1	96.3	78.7	-2555.6	1.2	KW-22786
-27.74668	-01.25148	-80.5	28.4	14.0	1102.3	62.6	83.1	-4069.8	49.8	KW-22787
-28.00541	-01.27217	13.3	18.6	16.5	1170.1	64.7	80.5	-4293.2	43.9	KW-22788
-26.52097	00.78148	13.1	10.4	10.1	712.4	52.8	82.9	-3426.1	3.3	KW-22789
-25.47811	-01.61677	-59.5	22.2	13.6	990.0	26.2	78.0	-4874.6	46.1	KW-22790
-25.29935	00.48291	68.6	16.8	7.2	816.9	58.6	75.5	-3241.4	1.8	KW-22791
-27.28828	-01.23813	44.8	19.3	12.3	889.2	58.0	70.0	-4250.9	48.2	KW-22792
-26.76757	00.69629	73.1	13.5	6.5	926.1	49.1	51.9	-3068.3	4.7	KW-22793
-24.48088	-01.83606	-65.7	19.4	16.6	927.4	55.9	64.5	-4763.9	49.6	KW-22794
-27.16385	-01.23292	-71.9	13.3	11.0	574.3	50.4	52.3	-4034.6	47.0	KW-22795
-24.95229	-00.84201	-55.5	10.6	9.3	955.3	87.0	63.6	-2763.5	1.9	KW-22796
-27.61321	00.64521	82.5	22.1	16.4	606.3	44.7	60.0	-3454.5	7.8	KW-22797
-25.85404	-01.56435	86.0	20.0	17.4	805.0	11.3	45.6	-4866.5	46.1	KW-22798
-27.46898	00.69742	-82.1	21.8	16.0	1013.3	46.4	51.6	-3670.8	7.5	KW-22799
-27.03604	00.68868	76.9	47.6	16.9	510.9	45.2	41.2	-3513.1	5.9	KW-22800
-25.26518	-01.67111	107.9	29.3	26.1	466.2	10.8	35.3	-4866.6	47.1	KW-22801
-26.00897	-01.50667	167.7	14.3	12.5	385.0	1.9	46.4	-4645.0	46.9	KW-22802
-27.46640	-01.25982	8.6	10.3	8.5	275.4	37.4	39.3	-3972.7	46.7	KW-22803
-28.95483	00.00681	156.3	9.7	9.3	332.1	24.8	38.1	-3931.0	25.2	KW-22804
-28.47545	-00.07957	160.2	9.6	9.1	383.3	28.8	38.3	-3876.3	22.6	KW-22805
-29.26276	00.33109	75.9	12.5	7.5	364.8	26.1	34.0	-3591.2	19.5	KW-22806
-27.68625	-00.29754	-38.6	23.3	17.5	408.7	40.4	32.7	-3808.6	18.5	KW-22807
-28.81395	00.34031	-80.7	9.9	7.9	778.6	26.6	30.9	-3586.4	16.8	KW-22808
-28.18657	-00.39099	87.4	17.4	14.3	419.5	34.2	30.8	-4000.1	21.4	KW-22809
-28.75126	00.09826	16.1	10.3	9.7	436.6	19.1	30.7	-3737.5	23.2	KW-22810
-27.07425	-02.31021	170.9	15.8	12.7	253.6	3.2	16.0	-5112.4	69.1	KW-22811
-28.76795	00.60239	78.8	17.1	13.7	426.6	23.4	27.4	-3523.2	10.7	KW-22812
-17.11268	-00.88902	58.4	17.4	10.6	1289.2	58.7	76.9	-3700.8	8.0	KW-22813
-40.44344	02.89083	14.3	19.2	15.0	1875.5	59.4	128.1	-4387.1	57.1	KW-22814
-43.33422	06.39916	88.0	8.0	6.7	453.8	-1.5	33.6	-4486.7	61.2	KW-22815
-42.28466	05.52228	-16.9	14.8	14.1	414.2	5.5	44.3	-4676.8	56.8	KW-22816
-34.10988	07.05912	83.4	21.8	14.0	1779.6	82.9	121.4	-3786.7	10.8	KW-22817
-36.86642	06.90951	92.8	16.5	12.6	959.6	56.0	91.0	-4207.4	10.2	KW-22818
-37.73160	07.22851	82.0	29.1	15.3	1108.9	48.9	79.7	-4313.6	12.2	KW-22819
-34.46630	07.04209	96.7	22.7	14.6	971.0	67.0	85.0	-3490.3	4.0	KW-22820
-35.28106	07.00055	77.8	11.9	7.5	747.5	60.8	66.3	-3473.5	4.5	KW-22821
-34.67764	07.00871	79.8	11.1	7.0	506.6	45.2	59.9	-3272.5	2.6	KW-22822
-34.31948	06.98640	-63.0	20.3	15.5	1018.8	66.6	68.6	-3488.5	5.1	KW-22823
-35.06716	03.68942	63.9	18.2	13.8	395.5	33.1	43.3	-3992.2	27.0	KW-22824
-34.78136	02.65222	87.2	9.5	8.1	439.0	35.8	45.3	-3840.1	25.8	KW-22825
-35.67399	06.41017	86.0	10.4	8.4	405.8	35.0	40.1	-3938.6	14.2	KW-22826
-36.14867	05.36671	50.7	17.6	15.5	589.6	31.3	33.7	-4147.7	22.2	KW-22827
-36.40103	06.45540	71.2	17.9	11.4	614.6	35.1	35.3	-4146.7	16.9	KW-22828
-34.97832	05.23807	144.2	21.8	16.2	476.9	32.3	37.7	-3878.9	14.7	KW-22829
-36.55017	05.89609	105.8	18.7	16.6	370.1	27.8	30.8	-4191.7	20.9	KW-22830
-36.07856	06.36506	-7.7	12.4	10.3	436.1	27.8	31.3	-4091.7	17.7	KW-22831
-34.91169	05.76826	80.4	10.2	8.0	308.7	34.9	58.3	-3742.8	10.5	KW-22832
-35.05839	05.72231	-11.2	10.9	8.7	154.6	32.5	53.9	-3751.2	11.3	KW-22833
-35.63221	02.84135	0.9	20.6	19.8	391.8	23.1	34.7	-4041.7	30.8	KW-22834
-31.84298	02.83725	116.3	19.4	12.2	1069.7	67.8	88.7	-3249.3	5.9	KW-22835
-31.76014	03.38803	153.3	27.9	12.7	1028.6	82.0	78.4	-3004.6	3.8	KW-22836
-31.82971	03.76261	131.0	21.9	17.3	1556.2	85.6	98.3	-3380.5	3.3	KW-22837
-32.18210	02.73417	80.5	20.0	13.5	1115.5	59.8	80.5	-3438.0	9.6	KW-22838
-33.43301	06.12437	-9.3	9.2	7.3	811.2	45.0	106.7	-3270.6	0.8	KW-22839
-33.58008	05.94579	120.0	25.3	5.9	596.1	67.5	81.3	-2804.2	2.0	KW-22840
-32.19487	03.38286	136.0	10.3	7.2	609.9	47.8	58.3	-3046.0	8.9	KW-22841
-32.54377	03.38701	4.9	13.0	8.1	870.8	39.4	47.8	-3438.1	12.0	KW-22842
-33.76983	05.99157	82.2	19.6	15.4	720.0	54.6	60.2	-3308.4	3.1	KW-22843
-34.31456	06.08786	135.0	22.3	15.0	628.0	40.1	37.2	-3639.3	6.4	KW-22844
-31.58116	03.17972	80.0	10.2	8.9	913.7	54.5	42.6	-2692.8	2.4	KW-22845
-38.19404	08.05131	-78.9	8.1	7.0	741.3	89.8	146.8	-2709.8	2.2	KW-22846
-43.99551	11.93579	88.8	31.9	15.7	1408.5	63.5	98.4	-3469.4	2.0	KW-22847
-44.03840	11.64358	79.0	15.6	13.2	684.2	54.1	76.4	-3187.8	2.3	KW-22848
